PID,Street Address,MBLU,Map,Lot,Unit,Book&Page,Assessment,Appraisal,Lot Size (acres),Land Use Code,Description,Zoning District,# Buildings,Appr. Year,Improvements,Land,Total,Recent Sale Price,Recent Sale Date,Prev Sale Price,Prev Sale Date,Prev. Ass. Imp,Prev. Ass. Land,Prev. Ass. Tot,Prev. App. Imp,Prev. App. Land,Prev. App. Tot,,
1323,254 DORCHESTER RD,414/  64/  /  / ,414,64,  ,  3620/0440,566000,566000,8.6,1010,SINGLE FAM MDL01,RD,1,2021,402700,163300,566000,455000,2009-06-22,190000,1990-10-30,368900,171300,540200,368900,171300,540200,20:18:03,796
1325,22 PONY HILL LN,415/  1/  /  / ,415,1,  ,  1445/0801,459800,459800,5.5,1010,SINGLE FAM MDL01,RD,1,2021,207200,252600,459800,7800,1982-05-26,,,176000,193300,369300,176000,193300,369300,20:18:04,797
1326,55 HARDSCRABBLE LN,415/  2/  /  / ,415,2,  ,  2358/0305,1040900,1183000,22.2,1010,SINGLE FAM MDL01,RD,1,2021,780700,402300,1183000,685000,1998-11-25,4000,1995-09-26,693500,280700,974200,693500,391100,1084600,20:18:05,798
1327,4 TROUT POND LN (TROUT POND,415/  3/  /  / ,415,3,  ,  2108/0373,435200,435200,385.4,9035,TOWN-PROP,MFD,1,2021,0,435200,435200,0,1993-06-30,4000,1990-07-13,0,396800,396800,0,396800,396800,20:18:06,799
1332,46 HARDSCRABBLE LN,415/  8/  /  / ,415,8,  ,  2960/0070,2700,48800,55.5,6232,HWUNR-2,MFD,1,2021,0,48800,48800,10000,2004-02-09,29000,1995-07-21,0,2700,2700,0,44400,44400,20:18:07,800
1333,58 HARDSCRABBLE LN,415/  9/  /  / ,415,9,  ,  2997/0946,751300,857600,23.8,1010,SINGLE FAM MDL01,RD,1,2021,527300,330300,857600,660000,2004-05-13,194000,1995-06-01,417400,217900,635300,417400,314400,731800,20:18:08,801
1336,44 HARDSCRABBLE LN,415/  12/  /  / ,415,12,  ,  3807/0862,7000,259300,145,6133,WPUNR-3,MFD,1,2021,0,259300,259300,250000,2011-07-21,,,0,7000,7000,0,235600,235600,20:18:09,802
1337,43 POUT POND LN,415/  13/  /  / ,415,13,  ,  3123/0868,800,253000,13.61,6234,HWUNR-4,RD,1,2021,0,253000,253000,175000,2005-04-04,40000,1992-03-09,0,800,800,0,188900,188900,20:18:10,803
1375,41 DAVISON LN,416/  12/  /  / ,416,12,  ,  2512/0632,1817600,3300700,700,1010,SINGLE FAM MDL01,RD,1,2021,1454000,1846700,3300700,969000,2001-01-17,2667,2001-01-04,1201400,535400,1736800,1201400,1462100,2663500,20:18:11,804
1235,115 FLINT HILL RD,414/  22/  /  / ,414,22,  ,  2342/0137,235600,235600,0.97,1010,SINGLE FAM MDL01,RD,1,2021,114800,120800,235600,0,1998-09-10,,,71100,91700,162800,71100,91700,162800,20:18:12,805
951,141 DORCHESTER RD,409/  7/  /  / ,409,7,  ,  4108/  22,268200,268200,0.61,1010,SINGLE FAM MDL01,RD,1,2021,161600,106600,268200,60000,2015-01-21,69000,2014-09-02,181500,74700,256200,181500,74700,256200,20:18:13,806
920,75 ACORN HILL RD,408/  64/  1000/  / ,408,64,1000,  2524/0287,668900,735200,16.8,1090,MULTI HSES,RD,2,2021,399600,335600,735200,0,2001-03-21,65000,1985-07-31,360500,215300,575800,360500,275400,635900,20:18:14,807
711,187 ORFORD RD,407/  51/  /  / ,407,51,  ,  2490/0910,288600,288600,2,1010,SINGLE FAM MDL01,RD,2,2021,162700,125900,288600,127000,2000-10-02,,,157400,96300,253700,157400,96300,253700,20:18:15,808
1118,52 PICO RD,410/  55/  /  / ,410,55,  ,  1317/ 217,335100,335100,1.3,1010,SINGLE FAM MDL01,RD,1,2021,204900,130200,335100,16980,1977-06-23,,,195400,93200,288600,195400,93200,288600,20:18:16,809
1119,243 BAKER HILL RD,410/  56/  /  / ,410,56,  ,  3950/0053,3700,290700,46,6233,HWUNR-3,RD,1,2021,0,290700,290700,82500,2013-01-24,212533,2007-10-05,0,3700,3700,0,243100,243100,20:18:17,810
800,100 HIGHBRIDGE RD,407/  110/  /  / ,407,110,  ,  4403/0217,1513900,1562600,13.49,1010,SINGLE FAM MDL01,RD,1,2021,1185500,377100,1562600,1600000,2018-11-26,,,1126900,310300,1437200,1126900,354200,1481100,20:18:18,811
816,15 CUTTING HILL LN,407/  124/  /  / ,407,124,  ,    PC/2003,834000,915200,21.36,1090,MULTI HSES,RD,2,2021,611800,303400,915200,0,2003-02-27,2667,2000-12-19,559700,166600,726300,559700,240100,799800,20:18:18,812
832,10 PINNACLE RD,407/  136/  /  / ,407,136,  ,  2441/0006,100800,100800,0.71,1300,RES ACLNDV,RD,1,2021,0,100800,100800,30600,1999-12-30,,,0,69000,69000,0,69000,69000,20:18:19,813
767,10 WHIPPLE HILL RD,407/  86/  1000/  / ,407,86,1000,  2524/0286,37800,492400,134.7,1060,AC LND IMP,,1,2021,8700,483700,492400,0,2001-03-21,500000,1986-11-18,7400,26600,34000,7400,437800,445200,20:18:20,814
833,100 ORFORD RD,407/  137/  /  / ,407,137,  ,  2525/0653,572400,572400,2.67,1090,MULTI HSES,RD,2,2021,392400,180000,572400,0,2001-03-22,,,287200,122800,410000,287200,122800,410000,20:18:21,815
737,8 TAVERN LN,407/  60/  4000/  / ,407,60,4000,  4570/ 715,1129400,1244000,21.07,1010,SINGLE FAM MDL01,RD,1,2021,854300,389700,1244000,1500000,2020-11-02,95000,1999-05-04,732000,185900,917900,732000,254800,986800,20:18:22,816
739,47 CULVER HILL LN,407/  60/  6000/  / ,407,60,6000,  2692/0805,869900,869900,5.08,1090,MULTI HSES,RD,2,2021,540400,329500,869900,587000,2002-07-24,100000,1999-05-13,409400,265000,674400,409400,265000,674400,20:18:23,817
752,89 WHIPPLE HILL RD,407/  72/  /  / ,407,72,  ,  4459/0802,520600,592300,19.33,1010,SINGLE FAM MDL01,,1,2021,335600,256700,592300,0,2019-08-23,190000,2000-09-28,293500,185500,479000,293500,257900,551400,20:18:24,818
756,115 WHIPPLE HILL RD,407/  76/  3000/  / ,407,76,3000,  2471/0673,657000,911400,80.13,1010,SINGLE FAM MDL01,RD,1,2021,363200,548200,911400,0,2000-06-30,,,350100,251200,601300,350100,482200,832300,20:18:25,819
764,150 WHIPPLE HILL RD,407/  83/  /  / ,407,83,  ,002907/0957,194500,194500,1,1010,SINGLE FAM MDL01,,1,2021,53400,141100,194500,0,2003-10-02,,,55500,84500,140000,55500,84500,140000,20:18:26,820
736,7 TAVERN LN,407/  60/  3000/  / ,407,60,3000,  4614/ 724,1339400,1339400,8.91,1010,SINGLE FAM MDL01,URD,2,2021,1054700,284700,1339400,1435000,2021-03-25,1250000,2006-07-14,977700,289500,1267200,977700,289500,1267200,20:18:27,821
101282,6 ISAAC PERKINS RD,409/  77/  /  / ,409,77,  ,  PRO-/1983,584800,842400,49.6,1010,SINGLE FAM MDL01,RD,1,2021,384200,458200,842400,0,1983-04-16,,,267400,155600,423000,267400,388500,655900,20:18:27,822
101325,310 DARTMOUTH COLLEGE HY,403/  1/  /  / ,403,1,  ,  4633/ 636,832200,1083100,54.32,1010,SINGLE FAM MDL01,RD,1,2021,628800,454300,1083100,0,2021-05-11,100733,2006-05-02,594700,241800,836500,594700,486400,1081100,20:18:28,823
101342,767 RIVER RD,405/  38/  2000/  / ,405,38,2000,  3776/0216,1685700,1787000,5,1013,SFR WATER  MDL-01,RD,1,2021,810900,976100,1787000,2000000,2011-02-18,,,811100,528100,1339200,811100,610500,1421600,20:18:29,824
101362,119 WHIPPLE HILL RD,407/  76/  1000/  / ,407,76,1000,  4442/0404,703300,775800,15.03,1010,SINGLE FAM MDL01,RD,1,2021,516900,258900,775800,167000,2019-07-12,275000,2007-01-04,108200,119700,227900,108200,185500,293700,20:18:30,825
1186,64 TYLER HILL RD,413/  11/  /  / ,413,11,  ,  3848/0046,1200,59000,23,6233,HWUNR-3,MFD,1,2021,0,59000,59000,0,2011-12-30,1330000,2006-09-15,0,1200,1200,0,52600,52600,20:18:31,826
1188,172 GRAFTON TK,413/  14/  /  / ,413,14,  ,  4159/ 809,644100,825700,105,1010,SINGLE FAM MDL01,ELD,1,2021,477000,348700,825700,0,2015-09-18,4000,1978-06-06,464400,130100,594500,464400,294800,759200,20:18:32,827
1189,130 GRAFTON TK,413/  15/  /  / ,413,15,  ,  4408/0421,6800,290400,95,6134,WPUNR-4,ELD,1,2021,0,290400,290400,325000,2018-12-21,,,0,6800,6800,0,242900,242900,20:18:32,828
1190,100 GRAFTON TK,413/  16/  /  / ,413,16,  ,  3780/0740,114300,114300,3.1,1060,AC LND IMP,ELD,1,2021,1200,113100,114300,94000,2011-03-15,30000,1996-03-12,1000,87200,88200,1000,87200,88200,20:18:33,829
1191,96 GRAFTON TK,413/  17/  /  / ,413,17,  ,  3780/0738,110100,110100,2.95,1300,RES ACLNDV,ELD,1,2021,0,110100,110100,94000,2011-03-15,,,0,84500,84500,0,84500,84500,20:18:34,830
1193,25 CANAAN LEDGE LN (L/O),413/  20/  /  / ,413,20,  ,  1302/0550,77500,77500,16,9035,TOWN-PROP,ELD,1,2021,0,77500,77500,0,,,,0,68300,68300,0,68300,68300,20:18:35,831
1195,22 CANAAN LEDGE LN,413/  22/  /  / ,413,22,  ,  3744/0515,474600,474600,7.02,1010,SINGLE FAM MDL01,,1,2021,314400,160200,474600,360000,2010-11-01,265000,1989-06-08,289100,125600,414700,289100,125600,414700,20:18:36,832
1197,14 CANAAN LEDGE LN,413/  24/  /  / ,413,24,  ,  4516/ 908,67900,67900,2,1060,AC LND IMP,,1,2021,4300,63600,67900,525000,2020-04-04,555000,2017-06-28,3900,48900,52800,3900,48900,52800,20:18:38,833
1198,16 CANAAN LEDGE LN,413/  25/  /  / ,413,25,  , ,0,0,0,102V,CONDO NL  MDL-00,ELD,1,2021,0,0,0,0,,,,0,0,0,0,0,0,20:18:39,834
1201,4 CANAAN LEDGE LN,413/  28/  /  / ,413,28,  ,  3692/0952,422600,422600,2,1010,SINGLE FAM MDL01,ELD,1,2021,284500,138100,422600,350000,2010-04-14,72533,2002-10-09,271600,105500,377100,271600,105500,377100,20:18:39,835
1202,2 CANAAN LEDGE LN,413/  29/  /  / ,413,29,  ,  3275/0588,432200,432200,2,1010,SINGLE FAM MDL01,ELD,1,2021,294100,138100,432200,315000,2006-04-28,88000,2001-08-31,308300,105500,413800,308300,105500,413800,20:18:40,836
1203,72 GRAFTON TK,413/  30/  /  / ,413,30,  ,  4112/0911,327200,327200,2,1010,SINGLE FAM MDL01,ELD,1,2021,189100,138100,327200,2667,2015-03-02,,,169000,99800,268800,169000,99800,268800,20:18:41,837
1204,70 GRAFTON TK,413/  31/  /  / ,413,31,  ,  4652/ 369,333100,333100,2,1010,SINGLE FAM MDL01,ELD,1,2021,187600,145500,333100,0,2021-06-23,133333,1993-08-02,223100,105500,328600,223100,105500,328600,20:18:42,838
1206,GRAFTON TK,413/  33/  /  / ,413,33,  ,  2365/0637,625400,625400,556,9000,US GOVT,SD,1,2021,0,625400,625400,205720,1998-12-21,,,0,565200,565200,0,565200,565200,20:18:43,839
1207,5 FLINT HILL RD,414/  1/  /  / ,414,1,  ,  4358/0113,16100,16100,1.1,1320,RES ACLNUD,RD,1,2021,0,16100,16100,0,2018-05-04,50000,1997-01-16,0,12600,12600,0,12600,12600,20:18:44,840
1338,61 POUT POND LN,415/  14/  /  / ,415,14,  ,  4629/ 850,724800,750900,5.28,1010,SINGLE FAM MDL01,RD,1,2021,546500,204400,750900,0,2021-05-06,675000,2012-07-03,518300,155300,673600,518300,174200,692500,20:18:45,841
1342,69 POUT POND LN,415/  17/  /  / ,415,17,  ,  4652/  53,686800,686800,5.28,1010,SINGLE FAM MDL01,RD,1,2021,456000,230800,686800,775000,2021-07-20,675000,2019-12-17,405700,196500,602200,405700,196500,602200,20:18:46,842
1343,73 POUT POND LN,415/  18/  /  / ,415,18,  ,  1972/0070,299200,299200,5.47,1010,SINGLE FAM MDL01,RD,1,2021,100700,198500,299200,0,1991-06-13,70000,1988-01-09,111900,160500,272400,111900,160500,272400,20:18:47,843
1352,82 POUT POND LN,415/  20/  1000/  / ,415,20,1000,  2179/ 517,515700,737500,67.57,1010,SINGLE FAM MDL01,MFD,1,2021,280600,456900,737500,115000,1996-01-29,300000,1986-03-26,248600,244300,492900,248600,450500,699100,20:18:48,844
1353,79 POUT POND LN,415/  20/  2000/  / ,415,20,2000,  2011/0416,972100,1053100,11.08,1010,SINGLE FAM MDL01,RD,1,2021,716800,336300,1053100,115048,1993-02-03,300000,1986-03-26,674200,246700,920900,674200,295200,969400,20:18:49,845
1354,84 POUT POND LN,415/  20/  3000/  / ,415,20,3000,  4999/ 808,673200,751900,9.13,1090,MULTI HSES,RD,2,2021,328100,423800,751900,0,2020-02-10,225048,1993-05-20,390500,244400,634900,390500,315700,706200,20:18:50,846
1355,101 SMITH MOUNTAIN RD,415/  21/  /  / ,415,21,  ,  3867/0316,7500,251200,139,6103,WPM-3,MFD,1,2021,0,251200,251200,141333,2012-03-22,,,0,7500,7500,0,227300,227300,20:18:51,847
1356,141 SMITH MOUNTAIN RD,415/  22/  /  / ,415,22,  ,  2380/0428,59500,2464300,1871.8,6214,HWMR-4,MFD,1,2021,0,2464300,2464300,1125000,1999-03-19,4000,1997-06-02,0,59500,59500,0,2254200,2254200,20:18:52,848
1358,121 TROUT POND LN,415/  24/  /  / ,415,24,  ,  3081/0934,1800,30700,31,6234,HWUNR-4,MFD,1,2021,0,30700,30700,9800,2004-11-30,1000,1957-01-04,0,1800,1800,0,27900,27900,20:18:52,849
1360,200 SMITH MOUNTAIN RD,415/  26/  /  / ,415,26,  ,  3792/0264,12400,228600,117.4,6133,WPUNR-3,MFD,1,2021,0,228600,228600,117000,2011-05-10,5000,1987-04-10,0,12400,12400,0,206800,206800,20:18:53,850
1361,174 SMITH MOUNTAIN RD,415/  27/  /  / ,415,27,  ,   939/ 581,3000,142400,63.7,6232,HWUNR-2,MFD,1,2021,0,142400,142400,0,1960-12-02,,,0,3000,3000,0,128500,128500,20:18:54,851
1362,164 SMITH MOUNTAIN RD,415/  28/  /  / ,415,28,  ,  4159/ 807,14700,96100,130,1320,RES ACLNUD,MFD,1,2021,0,96100,96100,0,2015-09-18,,,0,13300,13300,0,86900,86900,20:18:55,852
1364,66 ORFORDVILLE RD,416/  1/  /  / ,416,1,  ,  4182/  49,1500,221800,18,6225,HWUN-5,RD,1,2021,0,221800,221800,440000,2015-12-23,200000,1997-10-02,0,1500,1500,0,168500,168500,20:18:56,853
1365,58 ORFORDVILLE RD,416/  2/  /  / ,416,2,  ,  4030/0969,200,29900,2.9,6235,HWUNR-5,RD,1,2021,0,29900,29900,0,2013-12-13,30000,2010-05-11,0,200,200,0,22400,22400,20:18:57,854
1366,40 ORFORDVILLE RD,416/  3/  /  / ,416,3,  ,  3477/0857,1600,208500,41,6215,HWMR-5,RD,1,2021,0,208500,208500,150000,2007-12-17,145048,1991-07-18,0,1600,1600,0,184800,184800,20:18:57,855
1367,179 PINNACLE RD,416/  4/  /  / ,416,4,  ,  1924/0324,209600,209600,9.5,1300,RES ACLNDV,RD,1,2021,1900,207700,209600,0,1991-08-16,,,3300,162900,166200,3300,162900,166200,20:18:58,856
1373,226 PINNACLE RD,416/  10/  /  / ,416,10,  ,  4635/ 115,1404700,1599700,44.5,1090,MULTI HSES,RD,2,2021,970800,628900,1599700,0,2021-05-25,190000,1984-12-19,946000,403700,1349700,946000,580800,1526800,20:18:59,857
1171,177 GRAFTON TK,413/  7/  /  / ,413,7,  ,  2508/0665,1200,83700,14.3,6225,HWUN-5,ELD,1,2021,0,83700,83700,25000,2000-12-19,18500,1987-02-27,0,1200,1200,0,65400,65400,20:19:00,858
1374,15 DAVISON LN,416/  11/  /  / ,416,11,  ,  4124/0466,496700,496700,9.35,1010,SINGLE FAM MDL01,RD,1,2021,271300,225400,496700,0,2015-04-24,65000,1975-06-06,181700,207800,389500,181700,207800,389500,20:19:01,859
1379,30 DAVISON LN,416/  14/  /  / ,416,14,  ,  1783/0870,4300,144500,65.7,6235,HWUNR-5,,1,2021,0,144500,144500,7722,1988-12-30,,,0,4300,4300,0,131400,131400,20:19:02,860
1382,16 DAVISON LN,416/  16/  /  / ,416,16,  ,  4383/0408,958600,958600,3.6,1010,SINGLE FAM MDL01,,1,2021,613200,345400,958600,880000,2018-08-22,330000,1989-10-18,495200,390700,885900,495200,390700,885900,20:19:03,861
1187,194 GRAFTON TK,413/  13/  /  / ,413,13,  ,  2490/0597,500,72300,6.3,6225,HWUN-5,ELD,1,2021,0,72300,72300,27533,2000-09-29,1,1981-06-05,0,500,500,0,55000,55000,20:19:04,862
1384,196 PINNACLE RD,416/  18/  /  / ,416,18,  ,  3478/0839,860400,1223800,58.9,1010,SINGLE FAM MDL01,RD,1,2021,633900,589900,1223800,0,2007-12-21,,,514900,340200,855100,514900,553900,1068800,20:19:05,863
1385,192 PINNACLE RD,416/  19/  /  / ,416,19,  , 04357/0060,768500,878900,10.51,1010,SINGLE FAM MDL01,RD,1,2021,596200,282700,878900,837500,2018-04-30,4000,1994-12-09,468200,224500,692700,468200,313500,781700,20:19:06,864
1386,25 PONY HILL LN,416/  20/  /  / ,416,20,  ,002951/0697,1206700,1530600,48,1010,SINGLE FAM MDL01,RD,1,2021,800900,729700,1530600,800000,2004-01-23,,,843000,392100,1235100,843000,684800,1527800,20:19:06,865
1388,3 TROUT POND LN,416/  22/  /  / ,416,22,  ,PRO-2012,8200,264000,135,6222,HWUN-2,MFD,1,2021,0,264000,264000,0,2012-06-08,3000,1966-03-01,0,8200,8200,0,234700,234700,20:19:07,866
1389,36 PONY HILL LN,416/  23/  /  / ,416,23,  ,  1295/0448,336800,365700,15,1010,SINGLE FAM MDL01,RD,1,2021,159400,206300,365700,0,,,,111500,141900,253400,111500,179500,291000,20:19:08,867
1394,100 DAVISON LN,416/  24/  /  / ,416,24,  ,  2299/0262,11800,166300,378,6213,HWMR-3,,1,2021,0,166300,166300,0,1998-02-24,20000,1996-02-02,0,11800,11800,0,151200,151200,20:19:09,868
1399,281 SMITH MOUNTAIN RD,416/  25/  /  / ,416,25,  ,  3081/0934,3600,61600,70,6233,HWUNR-3,MFD,1,2021,0,61600,61600,9800,2004-11-30,,,0,3600,3600,0,56000,56000,20:19:10,869
1400,180 CELLARS LN,416/  26/  /  / ,416,26,  ,  3081/0934,6300,93700,131,6232,HWUNR-2,MFD,1,2021,0,93700,93700,9800,2004-11-30,,,0,6300,6300,0,85200,85200,20:19:11,870
1401,190 CELLARS LN,416/  27/  /  / ,416,27,  ,  3759/0935,3300,49300,56,6323,OTUN-3,MFD,1,2021,0,49300,49300,2086533,2010-12-17,,,0,3300,3300,0,44800,44800,20:19:11,871
1402,115 ORFORDVILLE RD,417/  1/  /  / ,417,1,  ,  2621/0721,4000,305600,30.1,6325,OTUN-5,RD,1,2021,0,305600,305600,150000,2002-01-07,65048,1992-03-25,0,4000,4000,0,220100,220100,20:19:12,872
1403,137 ORFORDVILLE RD,417/  2/  /  / ,417,2,  ,  3231/0774,100,8500,3.1,6810,WETLANDS-REC,RD,1,2021,0,8500,8500,0,2005-12-12,144000,1994-11-19,0,100,100,0,7800,7800,20:19:13,873
1410,120 ORFORDVILLE RD,417/  6/  1000/  / ,417,6,1000,  1920/0238,274600,358200,11.15,1010,SINGLE FAM MDL01,RD,1,2021,165400,192800,358200,55048,1991-07-18,,,153800,114800,268600,153800,184100,337900,20:19:14,874
1412,124 CELLARS LN,417/  7/  /  / ,417,7,  ,  4157/  66,202900,311900,25,1010,SINGLE FAM MDL01,MFD,1,2021,105000,206900,311900,0,2015-09-09,4000,1974-02-25,96200,75900,172100,96200,174600,270800,20:19:15,875
1413,395 SMITH MOUNTIAN RD,418/  1/  /  / ,418,1,  ,  2008/0656,2100,86600,35,6221,HWUN-1,MFD,1,2021,0,86600,86600,4000,1992-12-28,,,0,2100,2100,0,78800,78800,20:19:16,876
1417,370 SMITH MOUNTAIN RD,418/  3/  /  / ,418,3,  ,  1411/0301,16700,345400,314,6234,HWUNR-4,MFD,1,2021,0,345400,345400,60000,1980-12-02,,,0,16700,16700,0,374000,374000,20:19:17,877
101204, WHIPPLE HILL RD,407/  86/  6000/  / ,407,86,6000,  2524/0286,2800,206800,7.61,6506,FARM-6,RD,1,2021,0,206800,206800,0,2001-03-21,500000,1986-11-18,0,2800,2800,0,161000,161000,20:19:17,878
101205, WHIPPLE HILL RD,407/  86/  7000/  / ,407,86,7000,  2524/0286,2500,213100,7.5,6126,WPUN-6,RD,1,2021,0,213100,213100,0,2001-03-21,500000,1986-11-18,0,2500,2500,0,159500,159500,20:19:18,879
101262,46 POUT POND LN,414/  65/  /  / ,414,65,  ,  4541/ 909,591300,649200,12.14,1010,SINGLE FAM MDL01,RD,1,2021,405400,243800,649200,702000,2020-08-03,13500,2000-07-20,380700,163700,544400,380700,216300,597000,20:19:19,880
101203, WHIPPLE HILL RD,407/  86/  5000/  / ,407,86,5000,  2524/0286,6400,244300,15.1,6506,FARM-6,RD,1,2021,0,244300,244300,0,2001-03-21,500000,1986-11-18,0,6400,6400,0,195100,195100,20:19:21,881
100822,605 RIVER RD,405/  26/  /  / ,405,26,  ,  3561/0702,437800,781500,22,1013,SFR WATER  MDL-01,RD,1,2021,147600,633900,781500,817533,2008-10-31,,,134100,265300,399400,134100,557300,691400,20:19:22,882
102854,158 GOOSE POND RD,401/  31/  2000/  / ,401,31,2000,  4274/0187,158700,158700,1.04,1010,SINGLE FAM MDL01,RD,1,2021,67300,91400,158700,0,2017-03-23,,,45900,69600,115500,45900,69600,115500,20:19:23,883
100863,161 GOOSE POND RD,401/  23/  1200/  / ,401,23,1200,  2966/0694,267300,267300,3.44,1010,SINGLE FAM MDL01,,1,2021,162900,104400,267300,0,2004-02-29,25000,1999-06-18,154900,81500,236400,154900,81500,236400,20:19:24,884
101082,10 WHIPPLE HILL RD-GRAVELPIT,407/  86/  1100/  / ,407,86,1100,  2524/0286,179500,179500,4.27,4430,GRAVEL PIT,RD,1,2021,0,179500,179500,0,2001-03-21,,,0,135200,135200,0,135200,135200,20:19:25,885
101143,53 SMITH MOUNTAIN RD,414/  15/  /  / ,414,15,  ,  2491/0503,796000,884500,24.5,1010,SINGLE FAM MDL01,,1,2021,588800,295700,884500,0,2000-09-06,,,503500,142500,646000,503500,222700,726200,20:19:26,886
100582,85 DARTMOUTH COLLEGE HY #9030,401/  55/  903/  / ,401,55,903,  4284/0022,385200,385200,0,1021,CONDO NL  MDL-05,BD,1,2021,385200,0,385200,0,2017-05-15,310000,2009-05-20,346100,0,346100,346100,0,346100,20:19:27,887
100622,81 BRECK HILL RD,405/  3/  /  / ,405,3,  ,  2468/0135,1500,54500,8.26,6126,WPUN-6,RD,1,2021,0,54500,54500,280000,2000-05-09,6000,1988-08-13,0,1500,1500,0,49600,49600,20:19:28,888
100142,85 DARTMOUTH COLLEGE HY #1010,401/  55/  101/  / ,401,55,101,  4263/0860,217500,217500,0,1021,CONDO NL  MDL-05,BD,1,2021,217500,0,217500,0,2017-01-25,179933,2003-02-27,185200,0,185200,185200,0,185200,20:19:29,889
100162,85 DARTMOUTH COLLEGE HY #1020,401/  55/  102/  / ,401,55,102,  3704/0320,217500,217500,0,1021,CONDO NL  MDL-05,BD,1,2021,217500,0,217500,192000,2010-05-13,215000,2005-05-19,185200,0,185200,185200,0,185200,20:19:30,890
100163,85 DARTMOUTH COLLEGE HY #1030,401/  55/  103/  / ,401,55,103,  4220/0349,251600,251600,0,1021,CONDO NL  MDL-05,BD,1,2021,251600,0,251600,235000,2016-07-18,230000,2003-10-15,229300,0,229300,229300,0,229300,20:19:30,891
100164,85 DARTMOUTH COLLEGE HY #1050,401/  55/  105/  / ,401,55,105,  4210/0461,244700,244700,0,1021,CONDO NL  MDL-05,BD,1,2021,244700,0,244700,225000,2016-05-31,245000,2007-06-12,213500,0,213500,213500,0,213500,20:19:31,892
100243,82 NORTH THETFORD RD,407/  53/  4000/  / ,407,53,4000,PRO315-2010,637100,708100,11.18,1010,SINGLE FAM MDL01,RD,1,2021,478200,229900,708100,0,2012-02-01,650000,2005-07-12,388000,131300,519300,388000,194600,582600,20:19:32,893
100282,205 ORFORD RD,407/  53/  3000/  / ,407,53,3000,  4211/0344,736000,736000,8.7,1010,SINGLE FAM MDL01,RD,1,2021,545900,190100,736000,591500,2016-06-07,60000,1999-09-23,447700,161300,609000,447700,161300,609000,20:19:33,894
100462,85 DARTMOUTH COLLEGE HY #2030,401/  55/  203/  / ,401,55,203,  4299/0751,204700,204700,0,1021,CONDO NL  MDL-05,,1,2021,204700,0,204700,195000,2017-07-24,189000,2010-05-13,188700,0,188700,188700,0,188700,20:19:34,895
100000,106 PRESTON RD,402/  18/  1000/  / ,402,18,1000,  3944/0114,933100,1006700,15.33,1010,SINGLE FAM MDL01,RD,1,2021,765900,240800,1006700,0,2012-12-28,160000,2004-01-20,681800,174100,855900,681800,237700,919500,20:19:35,896
636,131 MUD TURTLE POND RD,406/  33/  /  / ,406,33,  ,  2060/0453,4200,4200,1.1,1320,RES ACLNUD,RD,1,2021,0,4200,4200,1111,1993-11-12,154,1993-05-10,0,3300,3300,0,3300,3300,20:19:36,897
100322,117 BRECK HILL RD,405/  7/  /  / ,405,7,  ,2160-0298,4300,77200,14.78,6514,FARMR-4,RD,1,2021,0,77200,77200,565000,1995-09-20,4000,1989-07-24,0,4300,4300,0,70300,70300,20:19:37,898
1019,41 ISAAC PERKINS RD,409/  64/  /  / ,409,64,  ,  1830/  26,428300,428300,3.2,1010,SINGLE FAM MDL01,RD,1,2021,265300,163000,428300,37263,1989-10-26,,,253200,126000,379200,253200,126000,379200,20:19:37,899
1101,59 PICO RD,410/  38/  /  / ,410,38,  ,  4449/0260,303900,303900,2.07,1010,SINGLE FAM MDL01,RD,1,2021,176500,127400,303900,320000,2019-07-10,262733,2006-07-28,157500,86200,243700,157500,86200,243700,20:19:38,900
1124,183 GOOSE POND RD,410/  61/  /  / ,410,61,  ,  1393/ 175,134500,134500,1.9,1030,MOBILE HOM  MDL-02,RD,1,2021,39500,95000,134500,0,,,,120300,68900,189200,120300,68900,189200,20:19:39,901
101243,32 POUT POND LN,409/  23/  1000/  / ,409,23,1000,002703/0615,842500,842500,7.67,1010,SINGLE FAM MDL01,RD,1,2021,621200,221300,842500,99000,2002-08-22,,,486400,188500,674900,486400,188500,674900,20:19:40,902
100182,85 DARTMOUTH COLLEGE HY #1040,401/  55/  104/  / ,401,55,104,  4666/ 182,377100,377100,0,1021,CONDO NL  MDL-05,,1,2021,377100,0,377100,390000,2021-09-01,345000,2019-07-16,326100,0,326100,326100,0,326100,20:19:41,903
1192,17 CANAAN LEDGE LN (L/O),413/  19/  /  / ,413,19,  , ,22300,22300,2.7,9035,TOWN-PROP,ELD,1,2021,0,22300,22300,0,,,,0,18100,18100,0,18100,18100,20:19:42,904
102,3 MAIN ST,201/  71/  /  / ,201,71,  , ,111500,111500,0.63,9010,STATE NH,LCD,1,2021,7500,104000,111500,0,,,,7500,91900,99400,7500,91900,99400,20:19:43,905
138,1 DORCHESTER RD,201/  95/  /  / ,201,95,  ,  1005/ 574,1440500,1440500,0.33,906I,CHURCH ETC  MDL-96,LCD,1,2021,1194500,246000,1440500,0,,,,1092000,237600,1329600,1092000,237600,1329600,20:19:46,906
231,162 GOOSE POND RD,401/  31/  1000/  / ,401,31,1000,   PC-/1985,174100,174100,1.03,1010,SINGLE FAM MDL01,RD,1,2021,82800,91300,174100,0,1985-09-12,,,57100,69500,126600,57100,69500,126600,20:19:47,907
